Contrat_ID,No_voie,B_T_Q,Type_de_voie,Voie,Code_dep_code_commune,Code_postal,Surface,Type_local,Occupation,Type_contrat,Formule,Valeur_declaree_biens,Prix_cotisation_mensuel
117141,15,,AV,DU GENERAL LECLERC,75109,78220,54,Appartement,Proprietaire,Residence principale,Classique,0-25000,21
117205,17,,AV,DU GENERAL LECLERC,75108,78220,44,Appartement,Proprietaire,Mise en location,Classique,0-25000,17
117222,238,,AV,DU GENERAL LECLERC,75108,78220,36,Appartement,Proprietaire,Mise en location,Integral,0-25000,18
117233,9,,RUE,DU GENERAL LECLERC,75108,78000,49,Appartement,Proprietaire,Mise en location,Classique,25000-50000,23
117853,1,,AV,DU GENERAL LECLERC,75104,78230,84,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
118156,56,,AV,DU GENERAL LECLERC,75102,78230,28,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
118655,40,,ESP,DU GENERAL LECLERC,73132,80350,90,Appartement,Locataire,Residence principale,Integral,0-25000,20
118685,110,,AV,DU GENERAL LECLERC,73015,80300,57,Maison,Proprietaire,Residence principale,Classique,0-25000,9
120656,5,,RUE,DU GENERAL LECLERC,64422,91230,67,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
120718,183,,AV,DU GENERAL LECLERC,64129,91330,102,Appartement,Proprietaire,Residence principale,Classique,25000-50000,24
120750,29,,RUE,DU GENERAL LECLERC,64102,91230,26,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
120754,9,,RUE,DU GENERAL LECLERC,64102,91100,53,Appartement,Proprietaire,Mise en location,Classique,0-25000,12
121147,9,T,RUE,DU GENERAL LECLERC,60176,91420,66,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
121185,14,T,RUE,DU GENERAL LECLERC,60175,91420,49,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
121205,14,T,RUE,DU GENERAL LECLERC,60172,91420,64,Appartement,Locataire,Residence principale,Integral,0-25000,17
122051,4,,PL,DU GENERAL LECLERC,56186,92150,108,Appartement,Proprietaire,Residence principale,Classique,25000-50000,47
122493,74,,RUE,DU GENERAL LECLERC,54323,92270,28,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
122564,5,,RUE,DU GENERAL LECLERC,54090,92270,32,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,17
122617,16,,RUE,DU GENERAL LECLERC,51573,92270,72,Maison,Proprietaire,Residence principale,Integral,25000-50000,37
122643,87,,RUE,DU GENERAL LECLERC,51454,92270,78,Appartement,Proprietaire,Residence principale,Integral,25000-50000,32
122658,85,,BD,DU GENERAL LECLERC,51454,92110,36,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
122670,28,,BD,DU GENERAL LECLERC,51454,92110,40,Appartement,Locataire,Residence principale,Classique,0-25000,10
122684,45,,BD,DU GENERAL LECLERC,51454,92110,35,Appartement,Locataire,Residence principale,Integral,0-25000,18
122819,57,,BD,DU GENERAL LECLERC,50412,92110,42,Appartement,Proprietaire,Residence principale,Integral,25000-50000,22
122855,48,,BD,DU GENERAL LECLERC,50165,92200,16,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,14
122894,85,,BD,DU GENERAL LECLERC,50031,92110,36,Appartement,Proprietaire,Mise en location,Integral,0-25000,9
123000,40,,BD,DU GENERAL LECLERC,49007,92200,35,Appartement,Locataire,Residence principale,Integral,25000-50000,25
123196,5,,AV,DU GENERAL LECLERC,45285,92340,72,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
123272,93,,AV,DU GENERAL LECLERC,45234,92340,67,Appartement,Proprietaire,Residence principale,Integral,25000-50000,31
123290,94,,AV,DU GENERAL LECLERC,45234,92340,19,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
123297,177,,AV,DU GENERAL LECLERC,45232,92340,61,Appartement,Proprietaire,Residence principale,Classique,25000-50000,22
123362,9,,RUE,DU GENERAL LECLERC,45147,92130,51,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,29
123406,6,,RUE,DU GENERAL LECLERC,44211,92130,53,Appartement,Locataire,Residence principale,Classique,25000-50000,26
123428,94,,AV,DU GENERAL LECLERC,44195,92340,34,Appartement,Locataire,Residence principale,Integral,25000-50000,27
123440,55,,AV,DU GENERAL LECLERC,44184,92340,25,Appartement,Locataire,Residence principale,Classique,0-25000,14
123446,55,,AV,DU GENERAL LECLERC,44184,92340,23,Appartement,Locataire,Residence principale,Integral,0-25000,13
123491,34,,AV,DU GENERAL LECLERC,44172,92260,60,Appartement,Proprietaire,Residence principale,Classique,0-25000,20
123546,14,,RUE,DU GENERAL LECLERC,44135,92130,45,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,28
123582,73,,AV,DU GENERAL LECLERC,44132,92340,41,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,22
123690,22,,AV,DU GENERAL LECLERC,44109,92340,29,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
123730,36,T,AV,DU GENERAL LECLERC,44109,92340,58,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
123804,31,,AV,DU GENERAL LECLERC,44109,93500,66,Appartement,Proprietaire,Residence principale,Integral,25000-50000,22
123835,50,,AV,DU GENERAL LECLERC,44109,93320,29,Appartement,Proprietaire,Mise en location,Integral,0-25000,11
123882,74,,AV,DU GENERAL LECLERC,44109,93500,45,Appartement,Proprietaire,Residence principale,Integral,0-25000,20
124202,53,,AV,DU GENERAL LECLERC,43157,93420,40,Appartement,Locataire,Residence principale,Classique,0-25000,11
124820,95,,AV,DU GENERAL LECLERC,40065,94700,25,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
124832,99,,AV,DU GENERAL LECLERC,40065,94700,72,Appartement,Proprietaire,Residence principale,Integral,25000-50000,26
124883,95,,AV,DU GENERAL LECLERC,40046,94700,24,Appartement,Locataire,Residence principale,Integral,0-25000,15
124901,158,,AV,DU GENERAL LECLERC,39478,94100,47,Appartement,Locataire,Residence principale,Classique,0-25000,19
124904,158,,AV,DU GENERAL LECLERC,39470,94100,55,Appartement,Proprietaire,Residence principale,Classique,0-25000,20
124906,158,,AV,DU GENERAL LECLERC,39470,94100,46,Appartement,Proprietaire,Residence principale,Classique,0-25000,18
124918,231,,AV,DU GENERAL LECLERC,39362,94700,63,Appartement,Locataire,Residence principale,Integral,25000-50000,25
124989,96,,AV,DU GENERAL LECLERC,38548,94700,47,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,17
125006,147,,RUE,DU GENERAL LECLERC,38547,94000,41,Appartement,Locataire,Residence principale,Integral,0-25000,15
125016,99,,AV,DU GENERAL LECLERC,38517,94700,80,Appartement,Proprietaire,Mise en location,Classique,25000-50000,29
125087,1,,AV,DU GENERAL LECLERC,38421,94700,100,Appartement,Proprietaire,Residence principale,Classique,25000-50000,35
125182,99,,AV,DU GENERAL LECLERC,38191,94700,82,Appartement,Proprietaire,Residence principale,Classique,25000-50000,28
125188,147,,RUE,DU GENERAL LECLERC,38191,94000,87,Appartement,Proprietaire,Residence principale,Integral,0-25000,19
125215,62,,AV,DU GENERAL LECLERC,38185,94700,45,Appartement,Locataire,Residence principale,Integral,25000-50000,22
125218,98,,AV,DU GENERAL LECLERC,38185,94700,54,Appartement,Proprietaire,Residence principale,Integral,0-25000,18
125222,60,,RUE,DU GENERAL LECLERC,38185,94000,79,Appartement,Locataire,Residence principale,Integral,25000-50000,22
125234,99,,AV,DU GENERAL LECLERC,38185,94700,81,Appartement,Proprietaire,Mise en location,Integral,25000-50000,29
125244,11,,RUE,DU GENERAL LECLERC,38185,94000,45,Appartement,Locataire,Residence principale,Classique,0-25000,18
125261,96,,AV,DU GENERAL LECLERC,38185,94700,56,Appartement,Locataire,Residence principale,Integral,0-25000,19
125330,30,,RUE,DU GENERAL LECLERC,38185,94270,27,Maison,Proprietaire,Residence principale,Integral,0-25000,14
125331,22,,RUE,DU GENERAL LECLERC,38185,94270,11,Appartement,Locataire,Residence principale,Integral,0-25000,9
125365,48,,RUE,DU GENERAL LECLERC,38185,94270,36,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
125414,47,,RUE,DU GENERAL LECLERC,38185,94270,18,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
125641,50,,RUE,DU GENERAL LECLERC,37003,94270,80,Appartement,Proprietaire,Residence principale,Classique,25000-50000,28
125824,13,,RUE,DU GENERAL LECLERC,35238,94550,54,Appartement,Locataire,Residence principale,Integral,0-25000,17
126012,160,,AV,DU GENERAL LECLERC,35066,94460,38,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
126140,53,,RUE,DU GENERAL LECLERC,34301,94370,19,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
126263,109,,AV,DU GENERAL LECLERC,34199,94500,69,Appartement,Proprietaire,Residence principale,Integral,0-25000,15
126277,142,,AV,DU GENERAL LECLERC,34180,94360,28,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
126371,142,,AV,DU GENERAL LECLERC,34145,94360,27,Appartement,Locataire,Residence principale,Classique,0-25000,13
126653,142,,AV,DU GENERAL LECLERC,33522,94360,34,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
127332,74,,RUE,DU GENERAL LECLERC,33063,95210,44,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
127373,214,,RUE,DU GENERAL LECLERC,33063,95120,65,Appartement,Locataire,Residence principale,Integral,25000-50000,21
127391,216,,RUE,DU GENERAL LECLERC,33063,95120,63,Appartement,Proprietaire,Residence principale,Integral,25000-50000,22
127487,55,,RUE,DU GENERAL LECLERC,33063,95410,32,Appartement,Locataire,Residence principale,Classique,0-25000,13
127688,176,,RUE,DU GENERAL LECLERC,33063,95120,69,Appartement,Locataire,Residence principale,Integral,0-25000,21
127781,19,,AV,DU GENERAL LECLERC,33051,95240,18,Appartement,Locataire,Residence principale,Classique,0-25000,9
130100,109,,AV,DU GENERAL LECLERC,13212,75014,89,Appartement,Proprietaire,Residence principale,Integral,25000-50000,47
130116,40,,AV,DU GENERAL LECLERC,13212,75014,84,Appartement,Locataire,Residence principale,Classique,25000-50000,53
130121,44,,AV,DU GENERAL LECLERC,13212,75014,50,Appartement,Proprietaire,Residence principale,Classique,25000-50000,31
130146,8,,AV,DU GENERAL LECLERC,13212,75014,109,Appartement,Proprietaire,Residence principale,Classique,50000-100000,64
130194,93,,AV,DU GENERAL LECLERC,13211,75014,28,Appartement,Proprietaire,Residence principale,Classique,25000-50000,21
130196,14,,AV,DU GENERAL LECLERC,13210,75014,105,Appartement,Proprietaire,Mise en location,Classique,50000-100000,61
130209,93,,AV,DU GENERAL LECLERC,13210,75014,29,Appartement,Proprietaire,Residence principale,Classique,0-25000,20
130225,69,,AV,DU GENERAL LECLERC,13209,75014,45,Appartement,Proprietaire,Residence principale,Classique,25000-50000,30
130236,7,,AV,DU GENERAL LECLERC,13209,75014,66,Appartement,Proprietaire,Residence principale,Integral,25000-50000,43
130296,93,,AV,DU GENERAL LECLERC,13208,75014,68,Appartement,Locataire,Residence principale,Integral,25000-50000,41
105118,6,,RUE,DU GENERAL MANGIN,92073,29400,62,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
112605,59,C,RUE,DU GENERAL MANGIN,77114,60200,221,Maison,Locataire,Residence principale,Classique,25000-50000,35
122454,17,,RUE,DU GENERAL MANGIN,54395,92600,38,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
122572,17,,RUE,DU GENERAL MANGIN,53130,92600,35,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,18
107183,63,,VGE,DU GENERAL PATTON,91477,33390,89,Maison,Proprietaire,Residence secondaire,Classique,0-25000,11
111471,77,,RUE,DU GENERAL PATTON,78126,54410,36,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
111624,14,,RUE,DU GENERAL PERSHING,77514,54400,55,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
117212,13,,RUE,DU GENERAL PERSHING,75108,78000,55,Appartement,Locataire,Residence principale,Integral,25000-50000,23
129567,8,,RUE,DU GENERAL RENAULT,17414,75011,105,Appartement,Proprietaire,Residence principale,Classique,50000-100000,73
129878,4,,RUE,DU GENERAL RENAULT,14333,75011,55,Appartement,Proprietaire,Residence principale,Integral,25000-50000,37
111186,12,,RUE,DU GENERAL SARRAIL,78311,51200,50,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
115454,5,,RUE,DU GENERAL SARRAIL,75115,76000,37,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
127802,29,,RUE,DU GENERAL SARRAIL,33039,95240,46,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
111682,60,,RUE,DU GENERAL SERE DE RIVIERE,77470,54200,53,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
111691,60,,RUE,DU GENERAL SERE DE RIVIERE,77468,54200,51,Appartement,Proprietaire,Mise en location,Classique,0-25000,9
118635,890,,BD,DU GENERAL SIZAIRE,73249,80410,38,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
118665,760,,BD,DU GENERAL SIZAIRE,73065,80410,29,Appartement,Locataire,Residence principale,Integral,0-25000,9
115056,56,,PAS,DU GENEVOIS,75116,74210,17,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
103082,27,,RUE,DU GENIE,94052,13003,45,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
129755,8,,PAS,DU GENIE,14715,75012,41,Appartement,Proprietaire,Residence principale,Classique,25000-50000,26
129922,24,,PAS,DU GENIE,14220,75012,61,Appartement,Locataire,Residence principale,Integral,0-25000,16
115013,2,,AV,DU GIFFRE,75116,74100,25,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
107642,5,,IMP,DU GLOBE,91223,34300,29,Appartement,Proprietaire,Residence principale,Classique,0-25000,8
107755,25,,IMP,DU GLOBE,91175,34300,30,Appartement,Locataire,Residence principale,Classique,0-25000,10
120301,24,,RTE,DU GOIS,69081,85630,37,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,10
101943,613,,AV,DU GOLF,95051,6250,80,Maison,Proprietaire,Residence principale,Classique,25000-50000,29
105108,48,,RUE,DU GOLF,92073,29570,75,Appartement,Locataire,Residence principale,Integral,0-25000,12
105487,411,,CHE,DU GOLF,92051,30900,45,Appartement,Locataire,Residence principale,Classique,0-25000,12
105542,411,,CHE,DU GOLF,92051,30900,44,Appartement,Proprietaire,Residence principale,Integral,0-25000,12
105546,1045,,CHE,DU GOLF,92051,30900,74,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
106123,9058,,RES,DU GOLF,92026,33680,30,Maison,Locataire,Residence principale,Integral,0-25000,13
110380,7238,,RUE,DU GOLF,78586,44740,30,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
109141,112,,RES,DU GOLF BAT ALBATROS,83099,40660,27,Appartement,Locataire,Residence principale,Classique,0-25000,10
109203,26,,RES,DU GOLF BAT LE MASTER,83070,40660,27,Appartement,Locataire,Residence principale,Classique,0-25000,10
109274,9,,RES,DU GOLF BAT LE MASTER,83069,40660,23,Appartement,Locataire,Residence principale,Integral,0-25000,9
124128,40,,RUE,DU GOULET,44026,93300,52,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
124164,34,,RUE,DU GOULET,44010,93300,53,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
126914,3,,RUE,DU GOULET,33281,95640,44,Appartement,Locataire,Residence principale,Classique,0-25000,13
113524,3,,MTE,DU GOURGUILLON,75120,69005,37,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
113795,3,,MTE,DU GOURGUILLON,75119,69005,30,Appartement,Locataire,Residence principale,Integral,0-25000,14
100801,23,,RUE,DU GOUVERNEMENT,2A004,2100,96,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
123311,31,,RUE,DU GOUVERNEUR GAL EBOUE,45232,92130,81,Appartement,Proprietaire,Residence principale,Classique,25000-50000,38
123403,28,,RUE,DU GOUVERNEUR GAL EBOUE,44211,92130,72,Appartement,Proprietaire,Residence principale,Classique,25000-50000,41
123600,67,B,RUE,DU GOUVERNEUR GAL EBOUE,44131,92130,19,Appartement,Locataire,Residence principale,Classique,0-25000,14
107827,16,,BD,DU GRAND BOIS,91114,35520,63,Appartement,Proprietaire,Mise en location,Integral,0-25000,14
116463,5,,ALL,DU GRAND BREUIL,75111,77200,92,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
109246,67,,AV,DU GRAND BRUCA,83069,40130,95,Maison,Proprietaire,Residence principale,Classique,25000-50000,29
117394,16,,AV,DU GRAND CANAL,75107,78450,59,Appartement,Locataire,Residence principale,Integral,0-25000,17
124532,3,,AV,DU GRAND CERF,42011,93220,65,Appartement,Proprietaire,Mise en location,Integral,0-25000,17
109786,26,,RUE,DU GRAND CLOS,80627,44300,40,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
105600,25,,RUE,DU GRAND COUVENT,92050,30000,76,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
104954,81,,RUE,DU GRAND FAUBOURG,93001,28000,20,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
120746,4,,SQ,DU GRAND FOC,64102,91080,118,Maison,Proprietaire,Residence principale,Classique,0-25000,20
104457,9000,,RES,DU GRAND LARGE,93051,22660,38,Maison,Proprietaire,Residence principale,Integral,0-25000,13
107575,1,,RUE,DU GRAND LARGE,91272,34200,31,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,12
103328,27,,RUE,DU GRAND MADIER,94041,13600,25,Appartement,Locataire,Residence principale,Classique,0-25000,11
103408,10,,RUE,DU GRAND MADIER,94037,13600,41,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
120967,122,,RUE,DU GRAND MAURY,60612,91280,92,Maison,Proprietaire,Residence secondaire,Classique,25000-50000,22
100830,41,,RUE,DU GRAND MONTOIR,2A004,2600,51,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
115850,6,T,RUE,DU GRAND NOYER,75114,77170,40,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
104943,39,B,RUE,DU GRAND PONT,93006,28230,29,Appartement,Locataire,Residence principale,Classique,0-25000,10
110810,12,,RUE,DU GRAND PRE,78423,49124,70,Appartement,Locataire,Residence principale,Classique,0-25000,13
110895,12,,RUE,DU GRAND PRE,78383,49124,52,Appartement,Locataire,Residence principale,Classique,0-25000,12
127782,96,,RUE,DU GRAND PRIEUR,33051,95110,43,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
129658,10,,RUE,DU GRAND PRIEURE,17019,75011,52,Appartement,Proprietaire,Residence principale,Classique,25000-50000,38
120510,119,,IMP,DU GRAND RAIN,65440,88400,39,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
114382,236,,CHE,DU GRAND REVOYET,75118,69230,69,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,13
123487,2,,RUE,DU GRAND SAINT ELOI,44182,92350,42,Appartement,Locataire,Residence principale,Integral,0-25000,19
113336,,,AV,DU GRAND TERMANAL,75120,66210,58,Appartement,Proprietaire,Mise en location,Integral,0-25000,15
126035,43,,RUE,DU GRAND VAL,35051,94370,54,Appartement,Proprietaire,Mise en location,Integral,0-25000,13
128374,9,,RUE,DU GRAND VENEUR,30189,75003,63,Appartement,Proprietaire,Residence principale,Integral,25000-50000,48
128424,15,,RUE,DU GRAND VENEUR,30189,75003,34,Appartement,Proprietaire,Residence secondaire,Classique,25000-50000,30
107330,101,,ALL,DU GREEN,91425,34280,40,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
114823,2,,RUE,DU GREFFIER,75117,72000,42,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,9
114848,4,,RUE,DU GREFFIER,75117,72000,35,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
101595,8,A,RUE,DU GRENADIER,95219,6500,21,Appartement,Locataire,Residence principale,Integral,0-25000,10
115841,2,,RUE,DU GRENIER A BLE,75114,77240,59,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
128251,6,,RUE,DU GRENIER SAINT LAZARE,31429,75003,38,Appartement,Proprietaire,Residence principale,Classique,25000-50000,28
108445,25,,AV,DU GRESIVAUDAN,85047,38240,57,Appartement,Proprietaire,Mise en location,Integral,0-25000,14
105518,7,,RUE,DU GREZET,92051,30230,69,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
107954,8,,RUE,DU GRIFFON,91021,35000,32,Appartement,Locataire,Residence principale,Classique,0-25000,14
126883,80,,RUE,DU GRILLON,33281,95610,82,Maison,Proprietaire,Residence principale,Integral,0-25000,17
118499,7,,PL,DU GRIMPEREAU,74081,78720,164,Maison,Proprietaire,Residence principale,Classique,25000-50000,30
115251,30,,CHE,DU GRINGER,75116,74130,66,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
128791,21,,RUE,DU GROS CAILLOU,28404,75007,39,Appartement,Proprietaire,Residence principale,Integral,25000-50000,34
117965,5,B,ALL,DU GROS CHENE,75103,78480,76,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
124196,4,B,AV,DU GROS CHENE,43157,93270,51,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
124225,2,,AV,DU GROS CHENE,43012,93270,67,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
124291,11,,ALL,DU GROS CHENE,42218,93190,30,Appartement,Locataire,Residence principale,Classique,0-25000,12
112137,23,,RUE,DU GROS GERARD,77288,59800,105,Appartement,Proprietaire,Mise en location,Classique,25000-50000,28
127291,88,,RUE,DU GROS NOYER,33075,95120,61,Appartement,Proprietaire,Residence principale,Integral,0-25000,20
127341,88,,RUE,DU GROS NOYER,33063,95120,72,Appartement,Proprietaire,Residence principale,Integral,0-25000,19
102571,4,,RUE,DU GROS RAISIN,94073,10000,70,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
107778,9,,RUE,DU GUE,91174,35230,68,Appartement,Proprietaire,Mise en location,Classique,0-25000,13
107881,9,,RUE,DU GUE,91086,35230,68,Appartement,Locataire,Residence principale,Classique,0-25000,13
110108,11,,RUE,DU GUE,78646,44830,58,Appartement,Locataire,Residence principale,Integral,0-25000,13
112779,17,,RUE,DU GUE,77058,60440,78,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
121924,7,,RUE,DU GUE,59178,92500,25,Appartement,Proprietaire,Mise en location,Integral,25000-50000,23
122017,38,,RUE,DU GUE,58194,92500,55,Appartement,Locataire,Residence principale,Integral,25000-50000,23
122175,27,,RUE,DU GUE,56114,92500,29,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
126896,16,,RUE,DU GUE,33281,95290,25,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
116835,6,A,RUE,DU GUE DOUY,75110,77230,113,Maison,Locataire,Residence principale,Integral,25000-50000,23
104323,1,,RUE,DU GUE MORIN,93063,22950,60,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
104361,1,,RUE,DU GUE MORIN,93062,22950,39,Appartement,Locataire,Residence principale,Classique,0-25000,9
104283,8,,PL,DU GUESCLIN,93064,22000,169,Appartement,Proprietaire,Residence principale,Integral,0-25000,20
101511,6,,RUE,DU GUET,95277,6500,23,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
113108,6,,RUE,DU GYPAETE,76351,64000,46,Appartement,Locataire,Residence principale,Classique,0-25000,10
108244,2,,RUE,DU HAINAUT,86194,37100,88,Appartement,Locataire,Residence principale,Integral,0-25000,13
132559,8,B,RUE,DU HAINAUT,4209,75019,43,Appartement,Proprietaire,Residence principale,Integral,25000-50000,27
119723,7,,RUE,DU HAM DES MAUNIERS,69284,83210,80,Appartement,Proprietaire,Residence principale,Integral,0-25000,12
117916,48,B,RUE,DU HAMEAU,75103,78480,132,Maison,Proprietaire,Residence secondaire,Integral,25000-50000,26
119385,205,,CHE,DU HAMEAU,69384,83320,19,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
116149,3,,ALL,DU HARAS,75112,77150,135,Maison,Locataire,Residence principale,Classique,25000-50000,27
116457,9,,ALL,DU HARAS,75111,77185,38,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
116507,6,,ALL,DU HARAS,75111,77185,86,Appartement,Proprietaire,Residence principale,Integral,0-25000,18
116858,6,,ALL,DU HARAS,75110,77185,44,Appartement,Locataire,Residence principale,Classique,0-25000,14
116917,4,,ALL,DU HARAS,75110,77185,57,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
121398,31,,RUE,DU HARAS,60057,91240,38,Appartement,Proprietaire,Residence principale,Integral,0-25000,12
121471,11,,RUE,DU HARAS,59599,91240,81,Appartement,Proprietaire,Residence principale,Integral,0-25000,17
121543,11,,RUE,DU HARAS,59512,91240,46,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
112687,22,,RUE,DU HARLAY,77083,60200,52,Appartement,Locataire,Residence principale,Classique,0-25000,11
111402,27,,RUE,DU HAUT BOURGEOIS,78146,54000,74,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
120518,26,,RUE,DU HAUT DE CHAUMONT,65417,88100,125,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
111574,3,,RUE,DU HAUT DE CHEVRE,78015,54000,45,Appartement,Locataire,Residence principale,Classique,0-25000,11
117874,21,,SEN,DU HAUT DES BUIS,75103,78780,180,Maison,Locataire,Residence principale,Classique,25000-50000,30
111835,5,,RUE,DU HAUT KERGO,77390,56550,15,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
106434,130,,AV,DU HAUT LEVEQUE,92023,33600,86,Appartement,Proprietaire,Mise en location,Integral,25000-50000,25
115515,41,,RUE,DU HAUT PAS,75115,76200,38,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
120337,20,B,ALL,DU HAUT POITOU,69069,86360,30,Appartement,Proprietaire,Mise en location,Classique,0-25000,10
110939,18,,RUE,DU HAUT ROCHER,78372,49100,63,Appartement,Locataire,Residence principale,Integral,0-25000,14
124095,19,,CHE,DU HAUT SAINT DENIS,44049,93300,42,Appartement,Locataire,Residence principale,Classique,0-25000,15
107806,43,,AV,DU HAUT SANCE,91174,35000,39,Appartement,Proprietaire,Residence principale,Integral,0-25000,12
106639,20,,ALL,DU HAUT VIGNEAU,92012,33170,82,Maison,Locataire,Residence principale,Integral,0-25000,19
112461,4,,RUE,DU HAUT VINAGE,77186,59200,61,Appartement,Locataire,Residence principale,Integral,0-25000,10
112476,4,,RUE,DU HAUT VINAGE,77183,59200,61,Appartement,Locataire,Residence principale,Classique,0-25000,9
108121,5,,RUE,DU HAVRE,88160,35400,36,Appartement,Locataire,Residence principale,Integral,0-25000,14
115366,79,,QUAI,DU HAVRE,75115,76000,40,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
115424,79,,QUAI,DU HAVRE,75115,76000,52,Appartement,Locataire,Residence principale,Integral,0-25000,13
126952,42,,AV,DU HAZAY,33273,95800,43,Appartement,Locataire,Residence principale,Integral,0-25000,14
126992,38,,AV,DU HAZAY,33243,95800,57,Appartement,Proprietaire,Mise en location,Classique,0-25000,14
126997,87,,AV,DU HAZAY,33243,95800,18,Appartement,Locataire,Residence principale,Integral,0-25000,10
127031,87,,AV,DU HAZAY,33236,95800,17,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
103801,3,,RUE,DU HERON,94017,14100,96,Appartement,Locataire,Residence principale,Classique,0-25000,10
118128,7,,RUE,DU HETRE ROUGE,75102,78920,75,Maison,Proprietaire,Residence principale,Classique,0-25000,19
104421,5,,RUE,DU HEUME,93055,22550,40,Appartement,Locataire,Residence principale,Integral,0-25000,9
114806,2,,RUE,DU HOC,75117,71200,372,Appartement,Locataire,Residence principale,Classique,0-25000,18
103400,7,,AV,DU HUIT MAI,94038,13400,77,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
104270,872,,AV,DU HUIT MAI,93064,19270,70,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
